January,February,March,April,May,June,July,August,September,October,November,December
436,1286,132,1042,155,119,96,478,0,527,382,765
97,1169,97,154,171,1574,162,571,1159,0,329,88
1524,545,720,139,152,625,1246,1152,542,105,74,733
1483,127,86,335,81,0,122,1451,146,1231,1434,322
90,298,109,1702,0,93,106,85,106,549,664,87
168,96,919,102,85,0,0,0,122,1214,1635,401
135,82,79,91,78,139,87,479,0,0,137,112
1483,174,1518,0,99,111,124,125,243,472,1665,1290
108,992,1510,1529,345,125,1195,0,1103,140,225,996
165,1470,664,1496,1117,995,0,108,771,97,723,1057
0,1079,158,664,119,0,1754,448,1674,120,0,764
98,89,1207,113,0,1348,1198,1758,168,721,126,1108
103,1149,73,680,122,737,1240,0,133,78,842,133
715,1143,1113,82,1614,1796,128,88,1649,924,131,1661
165,1612,1493,1559,1092,131,1186,988,780,99,120,0
1646,1219,0,85,1619,85,101,91,83,1064,85,1055
643,1577,1663,129,168,605,90,0,748,941,114,91
120,0,731,132,109,1388,1430,1295,1397,0,505,570
898,1512,1419,1225,815,647,1595,99,72,177,722,1206
1788,82,0,0,0,324,95,473,213,114,108,0
109,1586,0,1019,647,996,1588,1591,648,1364,94,94
95,474,95,1602,1720,1442,1038,1362,1110,91,133,1496
559,0,281,0,95,0,1456,87,106,91,165,902
1142,1436,105,1671,165,113,121,992,116,688,558,606
167,108,419,90,1251,330,496,346,98,0,0,970
251,1405,111,1132,0,0,1767,244,1565,0,119,105
410,1547,618,0,1792,1599,436,1313,117,1404,1077,1407
609,1601,128,132,72,160,115,0,301,1115,1103,97
123,113,1181,178,1691,1388,118,274,1407,713,85,0
1713,105,1240,605,1336,1073,131,110,125,91,786,0
1566,1301,885,85,892,158,943,103,1391,1713,1611,156
0,979,1704,883,1445,815,140,1108,420,685,1055,1381
1374,1588,127,113,1241,632,774,0,423,1022,0,228
97,1057,376,805,101,95,110,1103,1683,1140,608,154
555,410,104,0,1603,1590,1007,0,109,237,377,100
138,137,150,110,88,170,159,168,151,330,129,1281
125,126,86,1558,172,203,1414,1203,98,738,921,1276
1137,106,1356,363,101,879,1788,91,0,133,511,1496
1371,671,0,0,0,176,1426,98,130,102,1588,1528
256,93,628,1016,111,1505,104,1025,123,0,1221,1367
90,1794,109,1247,957,1772,0,122,1783,411,125,703
749,0,172,122,123,0,970,0,212,174,88,636
974,0,1732,113,98,930,263,562,80,1514,119,116
0,937,0,169,0,1207,622,111,125,117,0,0
0,130,0,91,113,540,1081,1549,841,1608,1192,123
982,1691,100,0,107,0,123,0,415,1582,110,1159
141,91,86,94,932,1778,105,111,126,109,106,118
136,76,425,129,109,525,124,0,620,149,112,95
142,94,660,1297,0,1256,1734,863,435,94,0,1323
132,176,1489,1080,158,1676,85,763,107,138,114,946
669,92,96,1783,132,1205,0,1552,285,733,0,102
1755,879,1575,614,98,606,0,124,1281,125,1099,85
144,0,81,138,124,93,683,120,1756,1256,226,1112
757,147,93,106,124,1187,207,1616,468,94,96,106
842,0,144,108,1289,1662,1217,701,88,0,154,1357
1097,0,1032,689,174,1337,583,1226,1448,110,1417,732
148,96,260,1344,830,158,251,77,1336,118,918,86
1571,1417,628,836,818,1424,0,757,88,147,129,1286
1743,546,821,1212,1004,287,800,1176,1010,1216,108,171
1398,125,128,124,660,0,1013,1237,1570,0,89,128
652,79,127,1720,1077,0,1588,93,116,114,130,169
118,125,364,352,546,0,586,99,0,563,837,113
88,858,170,1779,0,118,114,869,1636,1569,0,70
0,71,108,1458,0,1787,93,289,101,499,73,1358
866,651,1624,1479,0,0,92,951,103,736,464,139
825,0,117,1231,1299,0,99,98,1631,129,88,818
1095,861,1079,86,387,1129,1190,108,369,1515,116,109
104,1201,91,160,74,80,1166,133,877,90,1118,88
771,114,112,180,122,373,1546,93,122,128,159,118
956,993,984,1647,811,95,159,1666,122,153,105,1461
0,1426,132,121,1678,218,644,0,810,1561,800,110
109,89,128,359,1211,91,1567,538,0,179,112,0
1479,847,1059,1431,508,1520,134,451,134,1112,0,638
1271,458,1760,809,614,598,116,100,1351,141,102,1630
894,0,1052,1164,0,599,1200,106,455,709,118,86
108,0,1093,1140,85,1149,529,793,120,842,123,1413
835,0,520,0,153,116,99,1533,1624,929,526,565
1356,125,1332,0,1417,1102,1374,1191,138,88,1235,0
954,92,108,676,103,1779,0,139,86,655,1171,505
874,87,834,169,1196,0,468,476,143,1780,99,1172
118,136,120,1062,323,1086,333,101,0,282,128,86
96,363,1410,76,155,134,180,786,122,114,1621,130
359,93,87,0,404,690,818,913,1282,1012,791,1325
163,999,87,332,1172,133,656,71,95,112,124,522
125,169,1414,0,1629,100,111,129,120,0,1046,1420
130,73,156,523,0,1761,125,1035,90,167,126,78
104,935,89,153,267,1370,495,706,147,572,1026,1539
96,976,157,0,1411,594,99,0,463,0,1645,118
1033,0,333,89,131,267,901,916,81,120,994,1688
1339,1088,100,556,1483,162,0,83,91,818,133,389
638,97,1800,1383,168,636,101,1631,1382,1495,350,115
931,111,111,1502,1322,101,0,509,0,788,583,115
1621,1656,412,1643,95,1292,1238,123,86,214,700,1534
614,138,428,689,80,1564,99,132,1073,288,1586,967
716,86,853,1599,116,0,1588,0,102,147,269,109
1301,1280,107,125,88,124,517,1759,92,1334,76,814
613,445,174,103,858,1051,165,89,1733,1608,0,1068
418,963,1484,107,127,74,176,0,122,0,1446,1482
1748,106,1143,84,1075,980,1144,409,102,832,805,933
120,744,1503,96,1744,159,134,1299,0,1659,130,1287
323,1515,334,96,1703,0,212,0,100,0,1257,966
122,128,82,110,125,1365,1493,79,435,1773,176,114
90,201,102,1773,446,90,535,424,142,1074,83,0
115,73,610,1761,621,669,95,829,675,1056,151,298
959,106,692,116,1234,126,89,1353,526,90,850,127
92,1404,78,133,101,0,1629,0,864,165,0,95
1277,663,1756,170,135,128,130,113,104,654,763,1731
374,1438,77,97,1740,1124,1079,86,725,1754,125,1193
1316,504,110,119,87,121,0,784,448,98,1012,93
120,0,410,1024,91,1188,1456,117,145,0,1228,81
1042,110,96,1126,772,1150,1462,0,119,0,116,80
1561,85,854,773,901,90,142,773,97,473,255,899
122,622,1522,1089,1467,96,139,117,125,599,76,378
86,0,95,0,89,512,609,0,178,105,1531,1233
81,1131,171,149,0,76,962,92,107,109,660,484
1351,129,1473,1108,1174,0,0,721,890,299,863,597
409,106,177,1240,0,103,664,121,160,914,637,130
650,0,119,561,95,349,767,135,663,134,97,562
1047,109,104,856,1366,0,746,1136,0,82,103,1532
0,1749,95,72,607,1072,1493,111,126,161,83,90
929,105,1219,624,365,639,946,0,473,1012,1284,89
481,1085,114,525,0,0,148,1405,0,136,1286,733
1226,115,0,92,1556,0,1626,1628,797,0,1451,150
1536,165,94,758,96,479,116,653,1221,89,101,92
1507,139,555,1472,170,1451,155,1534,1678,113,111,1623
111,996,0,119,113,75,77,174,79,101,129,790
895,1134,92,0,87,412,89,111,130,578,117,377
484,1388,0,870,0,122,94,85,943,773,1695,110
878,285,802,1553,114,1403,155,123,115,130,98,159
603,1210,1059,1326,92,0,116,0,1375,813,1490,1366
89,1218,107,101,134,376,414,1246,93,981,92,92
101,1679,123,1198,1732,0,378,678,632,1376,0,1225
1755,119,989,103,1122,1579,1705,550,1705,867,673,820
0,89,88,795,1388,122,1124,154,0,83,162,125
1261,634,531,100,166,105,1090,103,1077,1719,108,77
1421,102,1134,1054,94,1226,398,247,109,134,884,0
507,0,99,0,866,1002,803,134,531,650,107,1730
112,98,1750,466,906,1472,101,877,1657,110,137,609
1662,0,1763,93,119,945,80,131,86,1153,1137,951
1737,386,1696,109,750,966,645,1796,313,1262,108,957
1713,74,124,833,242,0,87,1543,380,1170,174,134
105,540,101,1478,131,88,143,1536,321,0,1253,572
1757,521,1622,0,1655,1576,1455,0,106,737,135,1473
1455,123,683,117,1589,111,1050,125,307,89,0,965
1683,408,110,1289,808,1240,1619,1363,246,1613,94,1533
858,1677,1010,102,88,1464,0,1633,1225,1583,116,119
166,790,926,567,783,1426,1561,172,0,125,733,409
98,1178,1576,124,167,90,120,0,494,667,1469,128
127,966,1056,95,1491,130,1152,643,135,125,964,1023
97,1394,0,614,94,1180,935,1791,1281,161,86,108
641,1349,0,90,114,446,131,98,364,845,109,1667
1600,91,0,1234,202,440,1697,1491,0,753,232,332
781,141,807,643,151,814,121,0,106,130,209,702
1317,106,127,224,364,124,959,133,159,650,983,105
240,1454,588,150,0,0,1706,1532,129,1298,131,925
868,308,1516,121,786,1136,166,927,1395,784,1593,86
409,105,879,0,1105,635,169,706,0,314,125,96
129,607,390,94,404,1712,0,1746,88,90,1061,1513
77,1761,122,1206,1782,664,0,107,1513,1462,153,382
1493,101,548,988,171,774,1443,125,1617,1725,1742,0
117,0,756,133,903,113,1493,1747,132,0,104,1239
1264,1622,120,161,287,169,1265,0,0,1060,136,127
123,84,92,111,133,1221,366,1211,165,102,262,0
240,799,562,0,1723,1511,992,0,486,584,274,100
119,1061,247,178,746,1029,0,1151,0,95,147,0
0,561,758,1708,131,246,880,319,344,656,110,1638
1076,127,130,783,93,134,0,126,1088,404,922,90
1643,823,0,96,266,122,624,80,343,326,1155,0
856,229,505,0,106,70,1077,129,1006,1683,611,390
1488,133,103,122,1684,180,331,1166,113,109,165,124
1780,677,96,125,729,117,144,1736,111,1194,155,93
129,119,1151,1131,1501,1213,1280,212,128,1640,0,1694
526,85,107,1280,576,97,1171,0,1554,109,82,1426
94,284,407,129,106,1141,0,700,1683,989,86,128
1549,864,1241,91,275,104,1649,89,130,493,106,117
1782,1308,298,114,0,0,113,98,145,109,130,645
106,1542,176,1066,0,630,96,331,82,95,212,135
125,339,834,1214,120,485,1076,462,0,863,88,122
89,151,0,87,932,1660,92,536,0,131,791,1703
0,219,106,114,872,0,779,271,124,86,1764,144
1467,143,91,147,325,800,0,130,109,754,117,1559
883,127,92,106,1599,290,1108,96,528,1676,139,0
116,258,547,1662,384,106,927,117,0,1748,931,118
209,130,179,0,1709,1188,117,0,104,1737,168,1752
1289,604,1354,98,1360,131,1357,86,888,1375,230,115
304,253,0,640,1229,128,121,119,158,1745,756,1176
1663,90,1392,0,0,1462,0,1210,111,0,477,113
118,149,1285,847,1072,101,0,101,0,1108,0,1276
1003,1196,1009,91,85,0,109,654,1286,1664,127,0
1295,713,168,259,0,1476,98,102,91,623,626,0
379,1406,666,1152,1742,0,1608,1639,1386,114,1107,104
126,1237,0,461,0,98,1494,1179,110,632,491,163
1221,133,95,126,792,1630,602,135,111,1081,468,1120
1735,1405,0,152,493,177,0,310,147,99,96,1249
860,113,102,87,162,1769,1401,126,0,0,1221,1092
1278,114,118,0,0,382,135,101,0,236,0,112
1082,331,118,101,137,129,1005,79,1576,146,80,115
0,88,128,0,112,938,1557,616,0,72,111,848
126,942,1477,620,1000,536,108,469,87,155,102,148
636,993,105,571,1023,662,349,0,91,1567,458,108
85,0,652,0,1035,106,87,93,502,124,584,257
177,1624,508,820,166,122,1041,128,341,84,1424,0
179,277,598,133,109,680,1097,112,163,168,254,115
0,642,104,95,122,1531,1020,432,152,516,84,161
931,0,1538,890,1226,74,124,1316,90,1706,123,725
0,104,1782,0,906,102,75,701,143,160,1139,274
127,673,962,1004,1000,811,172,540,1554,1541,973,1499
1294,1187,772,1673,1080,76,103,173,0,152,1663,72
107,755,131,1102,173,904,527,739,114,1086,1579,604
88,92,93,534,141,850,1555,1550,131,1239,1000,950
71,115,801,91,0,1083,616,157,857,1435,0,132
126,138,167,85,384,1551,120,656,156,136,102,135
1665,154,1338,0,1023,874,502,104,909,960,173,739
95,512,858,1719,0,1279,88,419,305,487,0,721
0,979,89,0,72,0,73,93,149,138,164,729
511,100,1260,867,0,1560,128,862,153,125,1286,1519
306,1569,101,79,817,591,114,1032,384,110,772,135
826,1348,88,96,324,91,81,1509,542,97,0,859
1535,150,1729,0,1314,155,961,72,959,135,153,125
1539,612,1010,151,501,653,1231,88,617,106,249,0
0,1291,110,1744,465,1626,818,979,315,554,1453,1581
114,87,730,90,132,103,156,131,87,523,106,109
0,349,0,118,0,1691,114,168,1501,1726,547,720
127,0,255,855,1564,93,460,145,1679,430,1012,1431
1739,92,221,105,0,435,155,0,111,137,95,1727
1755,0,1715,630,135,94,96,1161,944,129,1106,384
1404,134,155,93,107,932,117,108,843,102,1069,98
1167,74,1285,0,1376,157,129,154,124,1487,222,713
538,1305,157,0,91,1414,493,175,100,1373,114,90
125,969,1771,1123,1083,1123,107,1071,1402,94,0,121
75,0,1245,1629,153,828,0,825,952,1054,103,149
338,113,1090,421,421,90,1792,875,117,99,77,121
398,113,461,1388,91,98,130,103,1240,1061,96,652
0,500,129,126,1185,0,991,94,1426,134,968,912
948,772,0,98,175,94,1512,1341,100,1222,1316,854
109,982,786,171,215,87,1259,1797,1762,1585,140,129
137,109,145,1468,1134,1076,96,631,0,130,0,121
292,1666,150,77,128,162,124,122,584,838,807,108
787,1672,1615,127,70,0,1085,130,755,81,1217,1630
1198,94,160,1292,115,117,133,822,174,101,72,124
131,928,1680,88,98,127,1210,0,1689,1781,107,1548
0,106,710,0,1269,1152,1197,0,133,129,73,1480
562,1368,232,1685,89,1537,1197,118,80,109,1102,603
87,86,0,625,1702,116,1232,146,0,250,423,0
1671,160,129,0,1733,1617,576,135,157,91,105,108
297,1225,135,156,697,326,1724,172,1082,1089,1075,139
1697,1063,1706,399,133,482,107,126,104,711,0,112
158,163,101,1492,130,0,0,162,538,1686,330,1536
112,177,0,109,1627,687,99,1475,88,114,180,589
802,90,107,661,98,94,124,532,175,0,96,1705
1583,905,0,92,843,1249,1198,1650,98,845,120,176
132,121,130,94,135,534,1475,128,100,739,0,1148
85,0,87,119,421,740,1076,150,973,111,132,206
146,616,457,1509,641,0,0,703,984,954,107,96
1147,742,86,0,134,1272,130,1711,0,0,98,1256
96,99,121,140,1537,0,1735,154,1266,1775,165,102
172,211,70,0,173,119,119,1211,0,90,1628,0
132,0,171,116,1663,122,1593,265,907,79,0,88
118,1604,1459,94,611,124,594,1183,99,109,141,689
1151,136,1211,98,826,0,71,430,1298,114,1096,1337
88,0,148,918,135,1293,111,1618,958,1598,133,158
174,0,141,109,1174,1376,346,799,90,1610,0,1187
1201,298,180,119,889,0,1290,114,1046,99,91,1743
74,79,107,680,119,121,994,879,1555,105,93,134
1513,170,635,102,116,164,130,1116,721,93,1502,962
0,298,1648,79,401,132,121,1298,93,843,77,311
112,1237,0,123,73,83,1051,0,137,735,174,0
318,152,477,1795,369,100,344,0,610,0,668,146
102,771,472,108,87,641,73,0,1322,293,102,169
86,202,899,0,0,121,85,125,789,557,406,86
1577,1162,1420,116,1171,91,474,218,523,934,1278,787
123,0,961,125,0,1396,990,177,460,925,112,174
134,156,1560,0,811,102,1206,905,124,0,98,85
272,1668,328,1018,1798,120,496,531,0,725,0,1472
1593,1763,112,101,118,1241,768,1717,413,112,1535,1161
1786,90,871,108,135,1259,1093,268,1750,100,1312,169
148,114,123,128,364,180,118,1312,1074,1195,0,78
84,90,213,861,298,114,1800,168,1565,92,0,438
1680,124,801,89,109,600,1108,206,1347,132,630,0
1490,1053,136,179,82,1536,97,1404,81,448,87,109
114,1051,819,1301,95,130,251,0,149,612,681,704
1554,1042,1200,0,728,91,1295,157,176,97,174,343
1671,1478,1332,658,0,130,0,91,101,330,396,0
125,1777,0,1793,112,133,1401,95,111,113,1653,1121
130,1352,618,633,94,1247,439,154,1772,154,661,102
1440,147,149,1449,424,168,0,123,849,1436,905,1114
114,1614,114,112,1192,107,558,117,425,1044,849,152
950,0,86,0,103,1174,1117,102,0,120,625,95
803,109,612,0,701,363,362,550,0,295,894,292
1191,1230,854,108,108,0,1152,109,544,0,702,279
139,233,130,441,118,0,95,106,117,381,135,111
1268,1222,740,0,750,1665,88,177,87,525,993,112
112,74,665,146,582,1312,0,300,112,417,124,0
118,1121,74,745,430,1078,97,89,119,138,168,1536
1342,1471,1188,1248,162,686,95,917,0,768,178,445
165,735,380,1452,1061,1364,103,955,104,88,948,614
976,868,118,1080,91,111,0,673,0,113,0,1254
134,1074,1010,0,133,104,1490,894,1656,90,0,1241
133,1555,107,0,167,693,1203,1463,0,90,778,86
130,114,167,91,176,0,894,160,0,0,1779,535
1345,144,118,149,1567,101,985,256,973,156,275,99
0,0,821,131,87,659,1538,0,102,140,87,961
1362,103,173,0,123,789,139,121,78,1494,100,1052
1107,531,990,0,122,899,375,1590,715,77,97,110
843,138,407,435,1024,1318,1037,120,1680,1198,222,75
500,0,1699,155,1135,971,1291,0,1616,280,799,1771
86,1690,107,135,103,1204,0,95,131,1132,0,0
0,102,921,878,140,1377,826,311,1091,146,126,1648
0,398,1783,117,124,85,1742,118,1714,1084,0,114
390,92,1019,0,134,1598,0,113,505,174,119,94
1089,1724,742,118,132,1660,0,1267,130,954,1774,294
381,905,1570,874,115,1204,111,169,935,94,1336,870
951,1208,1620,153,139,820,1283,0,110,151,1590,122
0,1458,1132,801,1620,860,251,141,121,93,105,0
0,1205,170,0,691,331,612,102,88,131,152,94
374,115,822,108,785,856,1637,104,1095,428,0,1728
137,1239,1680,0,1397,135,145,1134,1447,107,334,160
129,122,117,118,0,0,142,565,0,118,1791,561
124,161,1149,0,1413,834,124,169,628,88,115,99
0,1302,461,0,521,113,104,1502,133,810,113,117
606,1675,89,0,1215,569,1334,1467,1224,332,111,93
420,141,491,1596,476,735,0,143,86,470,727,94
159,106,114,106,0,771,579,940,163,576,0,110
0,83,725,131,72,1606,840,121,109,78,93,118
892,110,1374,1307,813,1083,134,1232,498,0,1422,792
1586,82,130,0,117,972,95,123,0,121,98,1777
527,113,87,608,91,1647,1312,205,111,712,480,1630
1704,538,910,403,99,106,832,0,653,118,1386,116
0,101,664,762,114,71,1588,454,102,1640,112,1056
1014,1441,1483,1058,701,0,1056,171,739,855,122,80
134,1117,871,105,959,1293,1576,0,70,0,108,0
110,96,1645,1002,1510,997,661,0,146,868,1338,396
785,124,0,134,123,260,111,114,1116,138,0,739
1271,95,445,1702,1713,0,1047,1314,0,755,72,1748
1568,93,531,525,1350,1007,867,666,1086,899,1654,1196
165,1040,1423,1404,352,1743,74,1251,0,110,71,101
109,715,102,103,1626,151,241,1431,90,1345,1172,350
81,0,784,112,332,1048,348,697,174,110,129,1021
1234,1662,719,142,711,959,114,1742,948,97,80,102
173,1250,88,0,136,137,111,91,180,867,93,1231
0,167,106,666,0,113,1335,123,0,86,1366,891
897,0,792,328,168,1676,1767,163,1439,764,118,118
129,626,90,177,89,373,0,131,480,123,1373,106
132,105,96,180,1606,1616,1567,127,179,1799,1334,1337
910,1413,123,737,157,604,119,1556,473,871,259,787
1703,1024,1226,108,532,1125,429,176,995,1784,86,90
1781,0,97,109,112,152,86,106,107,146,123,85
627,386,1523,0,116,0,80,1134,113,91,909,118
0,103,145,89,129,1222,166,120,344,1717,87,110
1701,125,111,74,1754,118,180,754,1374,560,0,112
165,0,1079,123,1718,125,105,0,96,94,103,150
718,126,316,0,100,1462,1800,820,672,949,93,0
0,97,1103,973,846,107,374,1629,114,1583,0,146
0,1400,835,73,172,1010,242,1642,1704,0,357,1316
238,278,0,1213,102,499,1321,1016,160,537,131,101
0,119,320,1567,124,117,109,870,1132,94,319,0
595,1633,935,113,474,100,109,157,1065,112,1387,923
118,1091,0,102,1661,822,0,125,995,1160,115,0
812,97,1694,1108,1556,1254,108,968,1525,113,96,0
146,108,1291,1352,278,101,1503,113,94,503,915,127
555,0,1544,1399,0,96,470,89,127,1409,0,732
115,393,1343,134,0,120,73,1484,283,100,83,1609
88,0,1405,520,87,342,95,160,1294,1071,0,1190
88,0,307,327,338,1226,687,612,313,761,1211,1054
1375,134,773,631,90,361,0,94,542,374,861,134
1759,575,94,125,93,1651,1577,833,90,134,160,1036
0,0,0,0,0,0,0,0,925,1458,121,1335
121,1465,383,577,156,85,159,121,821,71,110,619
1684,90,1162,94,607,1255,0,1265,1307,463,135,172
92,1358,245,100,115,135,90,1437,121,128,206,175
152,0,579,1210,1266,164,88,837,154,133,1221,1206
86,1102,746,97,321,0,1641,1483,126,288,886,143
804,95,128,0,139,545,475,936,459,585,931,1384
120,0,920,458,1140,982,0,1448,363,1016,105,1628
788,122,1109,1166,886,109,820,992,566,200,523,1719
507,131,132,797,119,565,839,708,0,1071,730,107
1221,170,200,864,1683,580,872,560,123,771,74,1674
1150,1112,993,634,201,1005,639,1058,0,739,126,0
111,110,129,88,109,730,1612,1158,0,1184,86,109
143,1574,120,122,628,137,296,78,110,1385,0,106
1614,1256,0,0,381,342,120,137,1560,212,118,125
0,96,785,124,1451,1666,1561,93,212,88,1511,110
1510,105,1112,429,105,0,124,1290,268,367,346,0
1308,96,541,635,394,96,150,128,116,1146,87,1722
88,823,0,0,1313,116,94,215,114,129,123,605
130,701,1067,1007,421,610,655,1797,975,977,1725,1417
0,121,104,89,1409,169,820,703,79,790,1168,102
86,1170,94,0,1055,164,108,0,841,1066,125,0
947,334,90,89,106,1766,114,1245,0,125,0,104
99,0,1201,306,512,88,556,81,419,112,928,173
123,1166,1784,110,965,0,1702,86,292,130,125,865
103,100,78,1681,902,1510,160,99,503,0,131,95
100,90,177,92,130,120,285,104,1349,229,1271,149
0,347,133,1728,130,101,1035,414,115,155,247,1219
1298,1237,842,162,132,128,126,125,77,138,128,121
0,0,135,293,1546,1205,121,0,1205,92,593,87
1655,0,771,202,1324,1158,73,1279,644,1307,125,1237
0,964,140,165,113,166,147,1478,109,484,600,96
1402,80,0,107,263,1451,134,0,1023,169,1680,995
280,81,116,858,1776,1455,0,339,84,122,120,219
136,94,1395,826,333,428,110,202,1416,118,275,1023
919,140,121,88,176,456,1058,115,376,303,1063,497
110,109,87,1172,91,109,97,1484,143,99,1721,110
1078,1102,658,1041,164,421,761,264,0,476,91,105
816,1032,129,161,116,747,106,0,0,956,0,212
244,1545,819,0,0,1748,130,1236,106,1314,0,114
1446,1049,157,1475,99,110,0,510,0,346,134,105
1536,1325,0,74,1333,759,0,1777,1496,1741,85,264
418,121,1231,774,163,0,103,1481,0,534,1047,1026
115,1773,176,92,70,119,822,803,114,135,436,103
1498,961,99,175,104,674,323,1579,1376,100,0,117
169,892,0,377,133,156,93,234,0,722,646,87
94,115,628,120,131,92,107,933,529,710,301,99
164,1383,526,166,260,102,536,156,633,1693,1770,97
154,1776,880,1791,120,82,0,123,1175,299,524,206
100,829,99,104,1452,1356,0,379,111,996,97,0
0,928,0,979,295,1162,104,696,149,0,0,127
357,1092,288,333,353,78,1783,1782,271,1175,150,1182
1400,521,252,1480,158,1244,0,431,1496,101,1171,1527
95,835,1151,442,1689,160,627,107,629,174,949,1540
1749,107,604,0,119,125,617,94,161,137,134,909
1442,257,1140,154,135,125,0,1537,399,116,275,1271
1140,124,1664,151,0,538,0,94,1211,657,106,0
0,92,135,1322,935,491,254,1739,128,133,92,122
1507,124,150,90,212,133,1764,1146,161,590,573,0
0,95,1547,127,0,107,120,112,285,1158,106,105
460,1687,1126,124,1605,110,872,142,79,211,91,140
1170,856,93,108,998,1431,0,74,485,99,411,0
110,126,0,704,110,87,113,330,1674,1095,172,1194
0,0,0,786,1602,719,100,101,91,0,598,135
1613,1758,1237,88,0,471,121,132,533,99,1053,101
94,1379,0,126,166,398,0,1121,92,76,161,112
70,70,124,1257,100,591,144,876,607,1731,729,1723
144,0,1172,90,436,0,1720,102,1784,1094,140,673
862,95,98,1500,108,165,0,91,332,1036,1009,709
851,0,0,0,0,0,0,0,0,0,1146,125
536,1620,0,225,861,1337,105,1083,74,110,113,201
169,110,987,104,780,654,92,552,0,460,983,304
75,1463,462,467,727,1744,170,97,909,1157,115,87
85,135,117,126,133,1117,1502,0,0,938,858,511
178,1012,287,1161,899,709,1386,0,87,1688,1457,0
1746,312,158,0,969,0,113,555,78,1796,123,423
1052,0,80,964,1064,164,1259,86,667,0,1622,633
72,681,0,176,1451,128,123,540,0,122,394,567
1686,1207,1605,1120,86,1561,132,159,1792,126,964,0
284,100,1723,91,116,126,494,1596,98,0,368,503
1557,132,153,0,0,0,0,0,0,0,0,0
1296,1722,1189,966,448,1443,119,1481,0,1769,1429,1748
956,830,453,0,97,164,176,108,126,401,122,106
0,0,671,845,141,1742,1439,97,1616,1570,0,1355
932,134,1017,839,112,1348,130,1049,162,1178,1282,1733
95,92,700,0,1749,899,139,1274,477,360,105,143
1459,0,1237,970,407,1533,276,169,89,1792,1226,1490
124,1202,742,265,0,654,135,85,858,535,1630,113
1053,81,95,92,111,96,77,1797,1396,874,1753,151
1322,383,112,88,93,975,1202,747,111,1668,98,458
356,1794,1239,81,847,1296,158,105,133,1519,1635,484
113,1389,0,129,129,1685,1543,176,0,1105,1721,1068
803,445,87,0,821,86,127,121,1611,836,251,127
1548,351,243,570,471,1676,279,1791,92,1543,567,120
1303,1085,109,82,1283,1191,0,94,629,1269,131,1411
1436,126,149,86,592,0,0,1140,100,227,133,121
0,117,122,1393,533,235,77,116,131,785,90,0
109,1464,1562,507,109,97,1034,77,134,108,1305,130
1501,225,0,555,132,0,145,228,398,804,111,119
122,525,926,1399,397,630,0,888,632,0,91,73
782,115,1165,76,1457,364,87,0,745,0,885,1157
1695,869,1301,120,1361,73,148,93,0,514,636,899
0,118,855,569,468,479,104,1666,79,303,140,766
113,1574,1457,98,1736,151,113,98,1210,1595,76,1305
670,265,1192,1266,1446,91,114,162,0,107,168,147
180,128,0,363,90,149,149,119,0,1701,133,982
1378,94,0,216,1344,129,124,132,1063,998,98,126
578,154,104,97,1415,1440,622,123,1032,144,262,107
0,0,449,756,1025,1376,117,517,1117,142,180,92
104,835,564,1489,1192,0,0,177,1399,131,0,90
1578,688,1002,1602,1798,316,231,695,175,106,83,171
1312,407,872,1043,1583,1635,1147,114,478,1682,1026,83
1449,713,114,70,562,124,743,1312,1503,542,93,0
0,138,133,1748,177,121,1678,1145,158,132,445,73
151,170,138,141,108,748,789,0,1101,1225,86,601
1403,233,1536,71,80,91,1106,0,487,327,111,460
501,94,160,892,133,178,90,1330,89,119,86,126
1293,81,1275,90,123,0,579,947,0,132,0,1062
608,0,251,166,236,126,168,955,0,132,154,928
176,1524,1642,0,141,720,100,141,89,701,180,203
156,278,1024,114,1733,863,1710,88,118,96,88,95
96,1384,0,132,1081,322,103,135,87,118,86,101
337,320,632,1686,86,1414,1603,107,135,95,1696,0
1308,363,1083,101,1010,1371,142,763,755,623,103,905
936,610,101,146,178,0,108,91,126,104,1111,90
114,126,0,1620,1102,1012,304,94,1215,87,97,731
1200,821,144,85,1011,121,125,960,1095,1403,0,114
1168,109,158,1779,558,0,86,1291,0,1489,796,0
720,115,365,1160,1520,114,1633,135,93,115,1223,1071
0,0,1550,108,0,107,391,134,264,126,1510,679
135,359,179,478,1397,1748,0,1477,0,115,169,122
116,0,0,1786,119,90,0,590,1448,463,485,0
108,147,171,1304,109,145,115,1713,1702,1785,353,86
1498,100,697,507,0,104,342,1696,782,630,1763,579
600,105,112,1611,878,649,0,0,0,0,0,0
1066,1098,175,1460,1470,833,742,1179,708,291,100,98
733,1268,1097,96,100,714,123,1762,126,843,833,231
109,0,1657,123,114,127,514,1503,946,0,1575,1327
438,535,145,103,1333,101,961,120,112,0,163,1198
1757,760,1541,85,508,78,105,0,290,1510,143,906
0,1482,1719,640,1684,1262,108,1004,708,1167,1598,100
205,337,124,466,1704,0,303,1528,121,0,99,598
0,131,1441,1437,132,138,0,785,0,81,177,255
105,1548,131,0,174,1018,126,1593,794,657,600,864
168,1139,105,130,0,144,70,1787,138,160,130,0
94,119,171,175,123,0,500,1595,1135,109,758,1320
120,111,1477,641,1587,795,88,1409,1482,767,104,433
1345,171,107,162,1176,120,1269,100,898,156,1021,77
126,142,1002,148,132,1518,131,1473,0,125,87,441
106,1236,117,1153,735,96,1490,373,703,92,103,1202
1246,97,242,453,414,105,108,1073,1744,110,141,387
